dataset,split,subset,example_id,num_choices,pair_count,mean_cosine,min_cosine,max_cosine,std_cosine
arc,train,ARC-Easy,Mercury_SC_400301,4,6,0.7276440064112345,0.6614086627960205,0.8224202394485474,0.04949647910798654
arc,train,ARC-Easy,NYSEDREGENTS_2016_4_21,4,6,0.6847297251224518,0.6294876337051392,0.7591580748558044,0.046217115651866536
arc,train,ARC-Easy,MCAS_2005_9_13,4,6,0.5495496292908987,0.2985449433326721,0.7433381080627441,0.18769118176486563
arc,train,ARC-Easy,MCAS_1999_4_31,4,6,0.3783235053221385,0.2585103511810303,0.6424064040184021,0.12818240767431877
arc,train,ARC-Easy,Mercury_7234413,4,6,0.3753639484445254,0.17194458842277527,0.7410562038421631,0.20739133205222063
arc,train,ARC-Easy,MCAS_2007_8_5167,4,6,0.2160040264328321,0.12556955218315125,0.38102519512176514,0.08163300034233437
arc,train,ARC-Easy,Mercury_7080938,4,6,0.2523023808995883,0.13066448271274567,0.3476754426956177,0.08429325321615519
arc,train,ARC-Easy,Mercury_SC_408443,4,6,0.47893555959065753,0.3512585163116455,0.8018819689750671,0.15277599765820224
arc,train,ARC-Easy,VASoL_2007_3_5,4,6,0.27876363943020505,0.15419957041740417,0.5224888920783997,0.11785807559649965
arc,train,ARC-Easy,Mercury_403680,4,6,0.8000818987687429,0.7411644458770752,0.8436623215675354,0.03128700612107433
arc,train,ARC-Easy,Mercury_400223,4,6,0.42952056725819904,0.3399454653263092,0.5202889442443848,0.07254202727610881
arc,train,ARC-Easy,Mercury_184625,4,6,0.5707666873931885,0.46564698219299316,0.659439206123352,0.06809607134359
arc,train,ARC-Easy,MCAS_2005_8_14,4,6,0.7238646944363912,0.5837457180023193,0.9118927121162415,0.13521508657302592
arc,train,ARC-Easy,Mercury_409478,4,6,0.30313555896282196,0.20941954851150513,0.48290449380874634,0.09287929951911868
arc,train,ARC-Easy,Mercury_7038325,4,6,0.32548754662275314,0.20117302238941193,0.4899595081806183,0.1071218839086963
arc,train,ARC-Easy,Mercury_SC_402624,4,6,0.4150421271721522,0.266825795173645,0.6119641065597534,0.12293642284272734
arc,train,ARC-Easy,Mercury_185430,4,6,0.3800359716018041,0.1457117795944214,0.8160563707351685,0.2454802904815477
arc,train,ARC-Easy,Mercury_SC_416101,4,6,0.5859997769196829,0.4868980646133423,0.7653216123580933,0.11218221568042529
arc,train,ARC-Easy,NYSEDREGENTS_2007_8_12,4,6,0.2525959014892578,0.15419474244117737,0.5470644235610962,0.13684387761614658
arc,train,ARC-Easy,Mercury_7239680,4,6,0.2695113743344943,0.09026215970516205,0.6480305194854736,0.23133677664467514
arc,train,ARC-Easy,NAEP_2000_8_S21+9,4,6,0.3479009171326955,0.13478156924247742,0.8775877356529236,0.24993001781206792
arc,train,ARC-Easy,Mercury_7164115,4,6,0.503313809633255,0.3731110095977783,0.6558755040168762,0.10210254189717037
arc,train,ARC-Easy,Mercury_7085365,4,6,0.32681065301100415,0.2218053936958313,0.418157696723938,0.06841446442201637
arc,train,ARC-Easy,AIMS_2008_4_12,4,6,0.39255403478940326,0.276001513004303,0.46204161643981934,0.06364416879826051
arc,train,ARC-Easy,Mercury_400056,4,6,0.2507338623205821,0.14667761325836182,0.4182414412498474,0.08453924518108456
arc,train,ARC-Easy,Mercury_SC_406463,4,6,0.42224247256914776,0.25751742720603943,0.6686642169952393,0.12771889154020893
arc,train,ARC-Easy,Mercury_SC_408702,4,6,0.13429028416673341,0.09094113111495972,0.20923466980457306,0.0444110618400028
arc,train,ARC-Easy,Mercury_406518,4,6,0.9896738032499949,0.9853894710540771,0.9926021695137024,0.0023557581950745393
arc,train,ARC-Easy,Mercury_SC_410872,4,6,0.4798355648914973,0.4538073241710663,0.5105574727058411,0.0241262106660902
arc,train,ARC-Easy,Mercury_7107258,4,6,0.35375014940897626,0.28432148694992065,0.473405122756958,0.07238926378364861
arc,train,ARC-Easy,MCAS_2010_5_11992,4,6,0.26407274355491,0.14402683079242706,0.3350611627101898,0.0631525281687544
arc,train,ARC-Easy,TIMSS_2011_4_pg91,4,6,0.44079311688741046,0.35068613290786743,0.6169565320014954,0.09743721289640607
arc,train,ARC-Easy,Mercury_7093275,4,6,0.4918441375096639,0.337478905916214,0.6899385452270508,0.10391463535881283
arc,train,ARC-Easy,Mercury_7083493,4,6,0.3069491982460022,0.14160972833633423,0.5482078790664673,0.14472116209786892
arc,train,ARC-Easy,Mercury_SC_401793,4,6,0.308109978834788,0.20621469616889954,0.43217676877975464,0.07452257193158615
arc,train,ARC-Easy,Mercury_7245560,4,6,0.7644636730353037,0.6816473007202148,0.870629072189331,0.06658842914753339
arc,train,ARC-Easy,VASoL_2010_5_1,4,6,0.2867421234647433,0.14029666781425476,0.48036664724349976,0.10776384711158336
arc,train,ARC-Easy,Mercury_SC_415075,4,6,0.2810461123784383,0.18069717288017273,0.45917537808418274,0.09725606146470885
arc,train,ARC-Easy,Mercury_7026408,4,6,0.10771551541984081,-0.02973046898841858,0.2393442690372467,0.08870956331026152
arc,train,ARC-Easy,NAEP_2009_4_S11+2,4,6,0.3244556138912837,0.22685867547988892,0.5178220272064209,0.09672168379785542
arc,train,ARC-Easy,Mercury_7081428,4,6,0.3690561031301816,0.2311951071023941,0.4899062514305115,0.08386029919052965
arc,train,ARC-Easy,OHAT_2008_5_20,4,6,0.5093948543071747,0.47333237528800964,0.5812399387359619,0.03581702061042518
arc,train,ARC-Easy,MSA_2015_5_8,4,6,0.2328931192557017,0.03744591772556305,0.413486123085022,0.1149175537516089
arc,train,ARC-Easy,Mercury_7219135,4,6,0.35384248693784076,0.21471109986305237,0.4861483573913574,0.0941722924761261
arc,train,ARC-Easy,Mercury_SC_407594,4,6,0.5907516082127889,0.40589186549186707,0.8815184831619263,0.1629040991794223
arc,train,ARC-Easy,Mercury_7043505,4,6,0.1745643491546313,0.10459749400615692,0.2261217087507248,0.049853705816337114
arc,train,ARC-Easy,Mercury_SC_401733,4,6,0.6486162344614664,0.5368747115135193,0.8415321111679077,0.1070262576669014
arc,train,ARC-Easy,Mercury_SC_402087,4,6,0.305767223238945,0.2556665241718292,0.3972189128398895,0.049441792360995385
arc,train,ARC-Easy,MSA_2015_5_24,4,6,0.6599589188893636,0.5914871692657471,0.7280990481376648,0.04593361272436122
arc,train,ARC-Easy,Mercury_SC_401233,4,6,0.4884553203980128,0.3702119290828705,0.5737424492835999,0.08165978591625184
arc,train,ARC-Easy,Mercury_7217788,4,6,0.3926294520497322,0.2399951070547104,0.6833211183547974,0.13793162149899132
arc,train,ARC-Easy,ACTAAP_2007_7_20,4,6,0.34225307901700336,0.2969965636730194,0.38231050968170166,0.02587896678593468
arc,train,ARC-Easy,Mercury_7221165,4,6,0.305767426888148,0.10269302129745483,0.48304855823516846,0.16532354810359678
arc,train,ARC-Easy,VASoL_2007_3_36,4,6,0.39082004129886627,0.3261297941207886,0.5925649404525757,0.09127223590079832
arc,train,ARC-Easy,Mercury_400498,4,6,0.5972528060277303,0.5041725635528564,0.657832682132721,0.053421586147853896
arc,train,ARC-Easy,Mercury_7188388,4,6,0.32696816821893054,0.20353755354881287,0.37684309482574463,0.05990791468421891
arc,train,ARC-Easy,Mercury_7136115,4,6,0.3808698207139969,0.29110658168792725,0.5908485054969788,0.10464034205927093
arc,train,ARC-Easy,ACTAAP_2013_7_9,4,6,0.7660156587759653,0.725211501121521,0.8354068994522095,0.035106325324871894
arc,train,ARC-Easy,AKDE&ED_2012_4_19,4,6,0.5288543353478113,0.450281023979187,0.6463010311126709,0.07141341490152225
arc,train,ARC-Easy,MCAS_2016_5_13,4,6,0.5789609054724375,0.452301025390625,0.8039422035217285,0.1148031393984354
arc,train,ARC-Easy,Mercury_7267873,4,6,0.455314298470815,0.33918237686157227,0.5465764403343201,0.08237137575694907
arc,train,ARC-Easy,Mercury_SC_407162,4,6,0.32269319891929626,0.1999979019165039,0.538038969039917,0.1047726999899963
arc,train,ARC-Easy,Mercury_7008890,4,6,0.4298272480567296,0.3176482319831848,0.547509491443634,0.0687115380246465
arc,train,ARC-Easy,Mercury_7235900,4,6,0.28930065780878067,0.1843867152929306,0.4648168087005615,0.10047400414776593
arc,train,ARC-Easy,Mercury_SC_408323,4,6,0.8527549803256989,0.7761375308036804,0.9957200884819031,0.10045524496194662
arc,train,ARC-Easy,Mercury_404795,4,6,0.28442422052224475,0.15539273619651794,0.3827226758003235,0.0946090897672782
arc,train,ARC-Easy,Mercury_7071628,4,6,0.3518160829941432,0.2567143440246582,0.5054439306259155,0.08980548373111663
arc,train,ARC-Easy,Mercury_7183645,4,6,0.24062236646811166,0.19536390900611877,0.3459026515483856,0.05142039822562007
arc,train,ARC-Easy,Mercury_7115448,4,6,0.4209331000844638,0.22565563023090363,0.534712553024292,0.10843078157874451
arc,train,ARC-Easy,Mercury_7223125,4,6,0.47009334961573285,0.40152275562286377,0.5815353393554688,0.06454867710232876
arc,train,ARC-Easy,Mercury_7207428,4,6,0.5620834082365036,0.46790072321891785,0.6805592179298401,0.07224607533494422
arc,train,ARC-Easy,Mercury_SC_400220,4,6,0.18868896116813025,0.09836715459823608,0.3045198917388916,0.06693324136483222
arc,train,ARC-Easy,MCAS_2005_9_2,4,6,0.757756253083547,0.7048358917236328,0.8082535266876221,0.03129827520587327
arc,train,ARC-Easy,NYSEDREGENTS_2004_8_1,4,6,0.3147495587666829,0.24781444668769836,0.3756510615348816,0.0423810777575333
arc,train,ARC-Easy,MCAS_2008_8_5701,4,6,0.7217470506827036,0.664595901966095,0.7686410546302795,0.035962510312774865
arc,train,ARC-Easy,TIMSS_2011_8_pg118,4,6,0.4359760085741679,0.29654544591903687,0.5790483355522156,0.09497018414517253
arc,train,ARC-Easy,Mercury_SC_408414,4,6,0.5122431268294653,0.4683840572834015,0.5440636873245239,0.026429262453844714
arc,train,ARC-Easy,MCAS_2004_5_4,4,6,0.2834085300564766,0.13189393281936646,0.4814649224281311,0.11876259519287165
arc,train,ARC-Easy,MCAS_2012_5_18,4,6,0.4461034685373306,0.30276456475257874,0.6047787666320801,0.11972397053421296
arc,train,ARC-Easy,OHAT_2009_5_44,4,6,0.8201609154542288,0.7515915036201477,0.9024877548217773,0.05224586321181042
arc,train,ARC-Easy,Mercury_7121958,4,6,0.1927022421732545,0.016253413632512093,0.655443549156189,0.21896128249602592
arc,train,ARC-Easy,Mercury_SC_400024,4,6,0.4885539462169011,0.2587282359600067,0.6795399188995361,0.12932808553322123
arc,train,ARC-Easy,Mercury_SC_405024,4,6,0.6105227122704188,0.41337743401527405,0.8120983242988586,0.1319138263060593
arc,train,ARC-Easy,CSZ_2004_5_CSZ10300,4,6,0.4033953746159871,0.3569954037666321,0.5042649507522583,0.04881305305538423
arc,train,ARC-Easy,Mercury_7212433,4,6,0.5329215625921885,0.40361303091049194,0.62896728515625,0.09156650163121624
arc,train,ARC-Easy,Mercury_SC_402050,4,6,0.4353453616301219,0.3857784867286682,0.4857058525085449,0.0380496536228962
arc,train,ARC-Easy,NAEP_2005_8_S11+15,4,6,0.40341613193353015,0.36504846811294556,0.4819886088371277,0.037630834721180985
arc,train,ARC-Easy,MCAS_2009_8_8,4,6,0.31512558460235596,0.20801374316215515,0.481395423412323,0.08588134731111743
arc,train,ARC-Easy,CSZ_2006_5_CSZ10326,4,6,0.6397843162218729,0.5496474504470825,0.9079282283782959,0.12483868014110766
arc,train,ARC-Easy,AKDE&ED_2012_4_46,4,6,0.35488172868887585,0.2994305193424225,0.4541439116001129,0.06778714326225373
arc,train,ARC-Easy,Mercury_7213938,4,6,0.34542108078797656,0.21319803595542908,0.4816652238368988,0.10184528758991268
arc,train,ARC-Easy,Mercury_7033618,4,6,0.5296074201663336,0.4409339427947998,0.6568015813827515,0.08495293392196389
arc,train,ARC-Easy,Mercury_7144743,4,6,0.4792221486568451,0.35646456480026245,0.632651150226593,0.10206682648912718
arc,train,ARC-Easy,Mercury_7248325,4,6,0.539821445941925,0.3576542139053345,0.6320269703865051,0.08729997147147751
arc,train,ARC-Easy,Mercury_7001750,4,6,0.3317781711618106,0.127314031124115,0.6243327856063843,0.15783951525445408
arc,train,ARC-Easy,Mercury_7166898,4,6,0.34450359145800274,0.21200409531593323,0.5121191143989563,0.089402410218875
arc,train,ARC-Easy,Mercury_7164605,4,6,0.7739239732424418,0.7010712623596191,0.8819940090179443,0.06350437474944756
arc,train,ARC-Easy,Mercury_7114048,4,6,0.37905430793762207,0.27326127886772156,0.5232248306274414,0.0770887721968329
arc,train,ARC-Easy,Mercury_7220745,4,6,0.398076390226682,0.24500247836112976,0.5295284390449524,0.08745062707978361
arc,train,ARC-Easy,Mercury_7137655,4,6,0.3958468983570735,0.35540831089019775,0.4691304564476013,0.039876809302218104
arc,train,ARC-Easy,Mercury_7094850,4,6,0.616145263115565,0.5106353759765625,0.6786472797393799,0.06362985550114933
arc,train,ARC-Easy,Mercury_7043733,4,6,0.7281063596407572,0.5673882961273193,0.96192467212677,0.16282045286407892
arc,train,ARC-Easy,OHAT_2011_8_41,4,6,0.4105519304672877,0.3642507493495941,0.5470820665359497,0.06313214982261167
arc,train,ARC-Easy,TIMSS_2003_8_pg5,4,6,0.7104634642601013,0.44999873638153076,0.8006445169448853,0.12107442042276652
arc,train,ARC-Easy,MCAS_2008_8_5702,4,6,0.24538671101133028,0.12208037823438644,0.4154832363128662,0.1087660227209027
arc,train,ARC-Easy,LEAP_2008_8_10424,4,6,0.48604147136211395,0.40656596422195435,0.5699594020843506,0.06453194653168566
arc,train,ARC-Easy,MCAS_2000_8_11,4,6,0.36396536976099014,0.20961953699588776,0.5253909826278687,0.09844857939445259
arc,train,ARC-Easy,Mercury_7068618,4,6,0.5693924923737844,0.48853012919425964,0.8411744832992554,0.12611076522753178
arc,train,ARC-Easy,Mercury_SC_402621,4,6,0.5423042972882589,0.44761836528778076,0.6158090829849243,0.056074667721941224
arc,train,ARC-Easy,Mercury_7081638,4,6,0.55588798224926,0.49309417605400085,0.6437035799026489,0.05034470432245297
arc,train,ARC-Easy,NYSEDREGENTS_2009_8_31,4,6,0.26769547661145526,0.12799808382987976,0.3743170201778412,0.09066120868532622
arc,train,ARC-Easy,NYSEDREGENTS_2005_8_43,4,6,0.2992335831125577,0.18247410655021667,0.3675447702407837,0.07112745588830664
arc,train,ARC-Easy,Mercury_SC_402028,4,6,0.2577594841519992,0.1396685540676117,0.4019725024700165,0.08766949041899837
arc,train,ARC-Easy,NYSEDREGENTS_2009_8_25,4,6,0.16398034617304802,0.044164061546325684,0.3183472454547882,0.09188430348726447
arc,train,ARC-Easy,Mercury_7008313,4,6,0.28144047409296036,0.22119858860969543,0.3472243547439575,0.053939826605502866
arc,train,ARC-Easy,Mercury_SC_408413,4,6,0.3173489173253377,0.2013901174068451,0.4120374321937561,0.06736389909311638
arc,train,ARC-Easy,Mercury_182140,4,6,0.22113969177007675,0.11543409526348114,0.5674245357513428,0.15652790554078597
arc,train,ARC-Easy,Mercury_SC_415479,4,6,0.40577996025482815,0.2482667714357376,0.5494639277458191,0.11241052487864586
arc,train,ARC-Easy,Mercury_SC_416531,4,6,0.451181893547376,0.2883114814758301,0.585368275642395,0.10966826483666078
arc,train,ARC-Easy,MEA_2011_8_10,4,6,0.7139227588971456,0.6820405125617981,0.7424018979072571,0.021601183307304494
arc,train,ARC-Easy,Mercury_7142363,4,6,0.34805764506260556,0.23619113862514496,0.4255276620388031,0.06291599734000049
arc,train,ARC-Easy,VASoL_2008_3_34,4,6,0.25877374162276584,0.12570860981941223,0.3622795045375824,0.10198985456525207
arc,train,ARC-Easy,Mercury_SC_400835,4,6,0.26250142852465314,0.08419199287891388,0.42571955919265747,0.11405627005530271
arc,train,ARC-Easy,MCAS_2015_5_15,4,6,0.45424415667851764,0.31498056650161743,0.6272679567337036,0.1214508507470239
arc,train,ARC-Easy,Mercury_SC_415409,4,6,0.19614966213703156,0.11017489433288574,0.37184447050094604,0.09194503393910275
arc,train,ARC-Easy,Mercury_SC_401237,4,6,0.34154970447222394,0.2736400365829468,0.46204161643981934,0.062807371312335
arc,train,ARC-Easy,VASoL_2007_3_8,4,6,0.4207281619310379,0.33323922753334045,0.6184280514717102,0.09270529573365606
arc,train,ARC-Easy,NYSEDREGENTS_2005_8_4,4,6,0.41034552454948425,0.33395230770111084,0.622067391872406,0.09637127517390837
arc,train,ARC-Easy,Mercury_7251930,4,6,0.3149641218284766,0.12299702316522598,0.48139792680740356,0.11665580018684374
arc,train,ARC-Easy,Mercury_SC_413305,4,6,0.6997000873088837,0.6173064708709717,0.7448698878288269,0.041654346841722874
arc,train,ARC-Easy,Mercury_7234203,4,6,0.2982550673186779,0.1133124902844429,0.39930257201194763,0.094057865991586
arc,train,ARC-Easy,Mercury_7217753,4,6,0.42020224034786224,0.23671641945838928,0.6026134490966797,0.10981383486901916
arc,train,ARC-Easy,Mercury_SC_401229,4,6,0.5097427616516749,0.3700900375843048,0.6978408694267273,0.11007939746701417
arc,train,ARC-Easy,Mercury_405868,4,6,0.35892151792844135,0.23511168360710144,0.4575328230857849,0.07545618295018443
arc,train,ARC-Easy,Mercury_7025428,4,6,0.40454525252183277,0.18367594480514526,0.5295356512069702,0.15321819571877698
arc,train,ARC-Easy,NYSEDREGENTS_2009_8_26,4,6,0.20866956996421018,0.03719310089945793,0.5906903147697449,0.1793061678128825
arc,train,ARC-Easy,Mercury_SC_401005,4,6,0.5617889116207758,0.46521100401878357,0.7007363438606262,0.07260127555792528
arc,train,ARC-Easy,NYSEDREGENTS_2009_4_25,4,6,0.37441372871398926,0.24502500891685486,0.5030709505081177,0.08024007586318303
arc,train,ARC-Easy,NYSEDREGENTS_2006_4_4,4,6,0.41255489985148114,0.27240580320358276,0.6801623106002808,0.13653455196312314
arc,train,ARC-Easy,Mercury_SC_415072,4,6,0.6716699699560801,0.5590485334396362,0.7591580748558044,0.07349340225589421
arc,train,ARC-Easy,MCAS_1999_8_20,4,6,0.43980783224105835,0.333743691444397,0.5331830382347107,0.06687819520245904
arc,train,ARC-Easy,Mercury_401205,4,6,0.4833615571260452,0.27356284856796265,0.6119287610054016,0.11310101300225059
arc,train,ARC-Easy,Mercury_7207008,4,6,0.3669205953677495,0.21496045589447021,0.5622479915618896,0.11305973718149492
arc,train,ARC-Easy,ACTAAP_2014_5_2,4,6,0.49179719388484955,0.35663455724716187,0.7771037817001343,0.13801886467041774
arc,train,ARC-Easy,TIMSS_1995_8_J4,4,6,0.20978636294603348,0.08542878925800323,0.3416351079940796,0.10274149387207267
arc,train,ARC-Easy,Mercury_7221148,4,6,0.5812353392442068,0.4805701971054077,0.667717456817627,0.06536196360005059
arc,train,ARC-Easy,NYSEDREGENTS_2005_8_12,4,6,0.29435158520936966,0.15522564947605133,0.4008214771747589,0.077150793512012
arc,train,ARC-Easy,NYSEDREGENTS_2004_4_24,4,6,0.34017759809891385,0.19125796854496002,0.5155925750732422,0.10404207985425779
arc,train,ARC-Easy,MEA_2010_8_2-v1,4,6,0.5159071137507757,0.32995274662971497,0.7584916353225708,0.14068223501006277
arc,train,ARC-Easy,LEAP__5_10314,4,6,0.4721827059984207,0.30425935983657837,0.7000083923339844,0.14017696343620734
arc,train,ARC-Easy,Mercury_7009800,4,6,0.25099536528189975,0.02766549587249756,0.5246679782867432,0.1520569992822533
arc,train,ARC-Easy,Mercury_7072695,4,6,0.30927035212516785,0.16491901874542236,0.4387962520122528,0.09373247211282398
arc,train,ARC-Easy,Mercury_7166163,4,6,0.42987436056137085,0.2507783770561218,0.6852147579193115,0.13258871299037792
arc,train,ARC-Easy,Mercury_SC_401223,4,6,0.6662896474202474,0.38238751888275146,0.8481928110122681,0.14765322535001507
arc,train,ARC-Easy,Mercury_7221270,4,6,0.14781404410799345,0.04657776653766632,0.3395920395851135,0.10425079027851065
arc,train,ARC-Easy,LEAP_2002_4_10246,4,6,0.6105086008707682,0.5068792700767517,0.664716362953186,0.05876146511976366
arc,train,ARC-Easy,Mercury_SC_401182,4,6,0.6713861326376597,0.5731310248374939,0.7574005126953125,0.06818102064903835
arc,train,ARC-Easy,Mercury_SC_402078,4,6,0.2835111568371455,0.18257732689380646,0.34519246220588684,0.058142412015383935
arc,train,ARC-Easy,NYSEDREGENTS_2011_4_27,4,6,0.11799063098927338,0.04522557929158211,0.2766325771808624,0.07549361881989212
arc,train,ARC-Easy,Mercury_7004813,4,6,0.27423180391391117,0.16323143243789673,0.5085915327072144,0.12009059019456057
arc,train,ARC-Easy,Mercury_7058065,4,6,0.5275920530160269,0.36644768714904785,0.6715168952941895,0.0982726619734473
arc,train,ARC-Easy,Mercury_SC_400587,4,6,0.36076906075080234,0.22119499742984772,0.763355016708374,0.18547719705082008
